PaymentType,SystemType,ChannelType,MonthYear,M_Value,MeasureName,TransType
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2016,3998.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2016,11469.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2016,16422.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2016,807.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2016,22451.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2016,72832.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2016,7668.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2016,41586.0,volume_k,Transactions processed
e-Payments,e-Money,,DEC 2016,105061.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2017,3791.0,volume_k,Transactions processed
Cheque,Interbank,,JAN 2017,5414.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2017,323.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2017,20514.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2017,9530.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2017,3877.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2017,11080.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2017,16044.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2017,776.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2017,20971.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2017,72839.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2017,7810.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2017,40360.0,volume_k,Transactions processed
e-Payments,e-Money,,JAN 2017,103115.0,volume_k,Transactions processed
Cheque,Inhouse,,FEB 2017,3760.0,volume_k,Transactions processed
Cheque,Interbank,,FEB 2017,5166.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2017,325.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2017,19833.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2017,9402.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2017,4207.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2017,10571.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2017,16519.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2017,753.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2017,18981.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2017,74665.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2017,7056.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2017,36234.0,volume_k,Transactions processed
e-Payments,e-Money,,FEB 2017,94642.0,volume_k,Transactions processed
Cheque,Inhouse,,MAR 2017,4601.0,volume_k,Transactions processed
Cheque,Interbank,,MAR 2017,6132.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2017,386.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2017,20496.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2017,10285.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2017,4654.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2017,11520.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2017,19592.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2017,830.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2017,23333.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2017,86836.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2017,7886.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2017,39840.0,volume_k,Transactions processed
e-Payments,e-Money,,MAR 2017,105945.0,volume_k,Transactions processed
Cheque,Inhouse,,APR 2017,3752.0,volume_k,Transactions processed
Cheque,Interbank,,APR 2017,4812.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2017,310.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2017,19574.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2017,8800.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2017,4256.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2017,9084.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2017,19243.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2017,635.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2017,22169.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2017,81806.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,APR 2017,8052.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,APR 2017,39075.0,volume_k,Transactions processed
e-Payments,e-Money,,APR 2017,99104.0,volume_k,Transactions processed
Cheque,Inhouse,,MAY 2017,4564.0,volume_k,Transactions processed
Cheque,Interbank,,MAY 2017,6231.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2017,353.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2017,20380.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2017,9760.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2017,5674.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2017,11180.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2017,22782.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2017,785.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2017,23248.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2017,91305.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2017,8565.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2017,40793.0,volume_k,Transactions processed
e-Payments,e-Money,,MAY 2017,102775.0,volume_k,Transactions processed
Cheque,Inhouse,,JUN 2017,4144.0,volume_k,Transactions processed
Cheque,Interbank,,JUN 2017,5644.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2017,334.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2017,20005.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2017,9627.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2017,3978.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2017,10285.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2017,24536.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2017,750.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2017,21803.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2017,93538.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2017,8529.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2017,39261.0,volume_k,Transactions processed
e-Payments,e-Money,,JUN 2017,103518.0,volume_k,Transactions processed
Cheque,Inhouse,,JUL 2017,3844.0,volume_k,Transactions processed
Cheque,Interbank,,JUL 2017,5322.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2017,304.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2017,19462.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2017,9552.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2017,3612.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2017,10308.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2017,27478.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2017,708.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2017,22121.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2017,99552.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2017,9300.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2017,41578.0,volume_k,Transactions processed
e-Payments,e-Money,,JUL 2017,105309.0,volume_k,Transactions processed
Cheque,Inhouse,,AUG 2017,4214.0,volume_k,Transactions processed
Cheque,Interbank,,AUG 2017,5745.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2017,351.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2017,20285.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2017,9741.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2017,4171.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2017,10490.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2017,31203.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2017,767.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2017,22427.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2017,107130.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2017,9448.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2017,41380.0,volume_k,Transactions processed
e-Payments,e-Money,,AUG 2017,107941.0,volume_k,Transactions processed
Cheque,Inhouse,,SEP 2017,4052.0,volume_k,Transactions processed
Cheque,Interbank,,SEP 2017,5186.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2017,340.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2017,21540.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2017,9364.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2017,5115.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2017,9746.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2017,33787.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2017,696.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2017,21658.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2017,112137.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2017,9734.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2017,40131.0,volume_k,Transactions processed
e-Payments,e-Money,,SEP 2017,106706.0,volume_k,Transactions processed
Cheque,Inhouse,,OCT 2017,3637.0,volume_k,Transactions processed
Cheque,Interbank,,OCT 2017,5525.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2017,325.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2017,20545.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2017,10138.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2017,3674.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2017,10147.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2017,36909.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2017,697.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2017,19686.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2017,117244.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2017,10220.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2017,42296.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2017,114475.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2017,3807.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2017,5454.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2017,341.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2017,21565.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2017,10008.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2017,4073.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2017,9510.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2017,39162.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2017,712.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2017,19274.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2017,122211.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2017,10419.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2017,42682.0,volume_k,Transactions processed
e-Payments,e-Money,,NOV 2017,115929.0,volume_k,Transactions processed
Cheque,Inhouse,,DEC 2017,3835.0,volume_k,Transactions processed
Cheque,Interbank,,DEC 2017,5152.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2017,336.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2017,24267.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2017,9911.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2017,4354.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2017,9076.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2017,44092.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2017,674.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2017,19380.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2017,130903.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2017,11640.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2017,46741.0,volume_k,Transactions processed
e-Payments,e-Money,,DEC 2017,112777.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2018,3948.0,volume_k,Transactions processed
Cheque,Interbank,,JAN 2018,5539.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2018,364.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2018,21876.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2018,10152.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2018,4091.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2018,9159.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2018,44918.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2018,690.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2018,18144.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2018,138447.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2018,12178.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2018,45740.0,volume_k,Transactions processed
e-Payments,e-Money,,JAN 2018,114800.0,volume_k,Transactions processed
