PaymentType,SystemType,ChannelType,MonthYear,M_Value,MeasureName,TransType
e-Payments,Bulk Payment,Direct debit,OCT 2021,12392.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2021,6059.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2021,2668.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2021,970762.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2021,198.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2021,4572.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2021,657942.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2021,19147.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2021,60268.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2021,222186.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2021,2091.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2021,3441.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2021,391.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2021,62790.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2021,13049.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2021,6050.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2021,2510.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2021,982631.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2021,211.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2021,4189.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2021,663248.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2021,17447.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2021,62147.0,volume_k,Transactions processed
e-Payments,e-Money,,NOV 2021,229254.0,volume_k,Transactions processed
Cheque,Inhouse,,DEC 2021,2170.0,volume_k,Transactions processed
Cheque,Interbank,,DEC 2021,3306.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2021,397.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2021,75135.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2021,13570.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2021,7077.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2021,2689.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2021,1018719.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2021,221.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2021,4699.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2021,685703.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2021,19054.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2021,67783.0,volume_k,Transactions processed
e-Payments,e-Money,,DEC 2021,242508.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2022,2011.0,volume_k,Transactions processed
Cheque,Interbank,,JAN 2022,3219.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2022,383.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2022,36010.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2022,13666.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2022,6047.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2022,2236.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2022,923354.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2022,199.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2022,4509.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2022,639907.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2022,18234.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2022,64510.0,volume_k,Transactions processed
e-Payments,e-Money,,JAN 2022,231203.0,volume_k,Transactions processed
Cheque,Inhouse,,FEB 2022,1871.0,volume_k,Transactions processed
Cheque,Interbank,,FEB 2022,2981.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2022,360.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2022,57701.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2022,13148.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2022,6523.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2022,2262.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2022,997285.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2022,187.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2022,3928.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2022,643980.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2022,16516.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2022,58559.0,volume_k,Transactions processed
e-Payments,e-Money,,FEB 2022,219900.0,volume_k,Transactions processed
Cheque,Inhouse,,MAR 2022,2140.0,volume_k,Transactions processed
Cheque,Interbank,,MAR 2022,3467.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2022,447.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2022,65392.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2022,14528.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2022,7545.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2022,2272.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2022,1048794.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2022,216.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2022,4266.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2022,717510.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2022,19246.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2022,67919.0,volume_k,Transactions processed
e-Payments,e-Money,,MAR 2022,266910.0,volume_k,Transactions processed
Cheque,Inhouse,,APR 2022,2379.0,volume_k,Transactions processed
Cheque,Interbank,,APR 2022,2830.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2022,363.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2022,51578.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2022,11581.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2022,7414.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2022,2065.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2022,1002219.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2022,184.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2022,3838.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2022,678417.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,APR 2022,18234.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,APR 2022,66723.0,volume_k,Transactions processed
e-Payments,e-Money,,APR 2022,257449.0,volume_k,Transactions processed
Cheque,Inhouse,,MAY 2022,2670.0,volume_k,Transactions processed
Cheque,Interbank,,MAY 2022,3478.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2022,386.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2022,41122.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2022,12325.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2022,9534.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2022,2112.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2022,1067061.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2022,194.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2022,4200.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2022,728474.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2022,18819.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2022,71401.0,volume_k,Transactions processed
e-Payments,e-Money,,MAY 2022,270805.0,volume_k,Transactions processed
Cheque,Inhouse,,JUN 2022,2709.0,volume_k,Transactions processed
Cheque,Interbank,,JUN 2022,3256.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2022,405.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2022,39458.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2022,13398.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2022,6387.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2022,2073.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2022,1082944.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2022,187.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2022,4092.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2022,741134.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2022,18506.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2022,70283.0,volume_k,Transactions processed
e-Payments,e-Money,,JUN 2022,269406.0,volume_k,Transactions processed
Cheque,Inhouse,,JUL 2022,2408.0,volume_k,Transactions processed
Cheque,Interbank,,JUL 2022,2689.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2022,355.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2022,46507.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2022,12420.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2022,5665.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2022,2038.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2022,1164146.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2022,170.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2022,3838.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2022,788538.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2022,19453.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2022,72182.0,volume_k,Transactions processed
e-Payments,e-Money,,JUL 2022,294596.0,volume_k,Transactions processed
Cheque,Inhouse,,AUG 2022,2656.0,volume_k,Transactions processed
Cheque,Interbank,,AUG 2022,3647.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2022,437.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2022,49919.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2022,14147.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2022,9314.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2022,2037.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2022,1211350.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2022,198.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2022,3423.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2022,817485.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2022,19589.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2022,74730.0,volume_k,Transactions processed
e-Payments,e-Money,,AUG 2022,306669.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2010,1298.0,value_b,Transactions processed
Cheque,Interbank,,JAN 2010,2584.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2010,10503.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2010,555.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2010,144.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2010,78.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2010,41.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2010,7.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2010,13.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2010,161.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2010,936.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2010,62.0,value_b,Transactions processed
e-Payments,e-Money,,JAN 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,FEB 2010,1375.0,value_b,Transactions processed
Cheque,Interbank,,FEB 2010,2591.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2010,9921.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2010,648.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2010,121.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2010,79.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2010,42.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2010,8.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2010,13.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2010,159.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2010,904.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2010,58.0,value_b,Transactions processed
e-Payments,e-Money,,FEB 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,MAR 2010,1635.0,value_b,Transactions processed
Cheque,Interbank,,MAR 2010,3153.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2010,11679.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2010,718.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2010,143.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2010,89.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2010,49.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2010,9.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2010,15.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2010,178.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2010,1103.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2010,3.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2010,68.0,value_b,Transactions processed
e-Payments,e-Money,,MAR 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,APR 2010,1431.0,value_b,Transactions processed
Cheque,Interbank,,APR 2010,2737.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2010,11595.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2010,648.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2010,156.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2010,89.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2010,40.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2010,8.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2010,13.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2010,158.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2010,1053.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,APR 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,APR 2010,58.0,value_b,Transactions processed
e-Payments,e-Money,,APR 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,MAY 2010,1292.0,value_b,Transactions processed
Cheque,Interbank,,MAY 2010,2524.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2010,10532.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2010,532.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2010,187.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2010,79.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2010,44.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2010,9.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2010,13.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2010,160.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2010,1012.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2010,55.0,value_b,Transactions processed
e-Payments,e-Money,,MAY 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,JUN 2010,1571.0,value_b,Transactions processed
Cheque,Interbank,,JUN 2010,3069.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2010,12261.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2010,664.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2010,161.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2010,94.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2010,47.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2010,9.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2010,15.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2010,177.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2010,1086.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2010,58.0,value_b,Transactions processed
e-Payments,e-Money,,JUN 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,JUL 2010,1433.0,value_b,Transactions processed
Cheque,Interbank,,JUL 2010,2593.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2010,11117.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2010,635.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2010,162.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2010,87.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2010,45.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2010,10.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2010,14.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2010,175.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2010,1065.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2010,3.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2010,61.0,value_b,Transactions processed
e-Payments,e-Money,,JUL 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,AUG 2010,1505.0,value_b,Transactions processed
Cheque,Interbank,,AUG 2010,2794.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2010,12267.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2010,677.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2010,170.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2010,89.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2010,47.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2010,10.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2010,15.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2010,175.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2010,1101.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2010,64.0,value_b,Transactions processed
e-Payments,e-Money,,AUG 2010,1.0,value_b,Transactions processed
Cheque,Inhouse,,SEP 2010,1603.0,value_b,Transactions processed
Cheque,Interbank,,SEP 2010,2981.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2010,13585.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2010,719.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2010,192.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2010,100.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2010,46.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2010,10.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2010,15.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2010,179.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2010,1175.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2010,2.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2010,61.0,value_b,Transactions processed
e-Payments,e-Money,,SEP 2010,2.0,value_b,Transactions processed
Cheque,Inhouse,,OCT 2010,1404.0,value_b,Transactions processed
Cheque,Interbank,,OCT 2010,2685.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2010,13540.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2010,655.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2010,174.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2010,92.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2010,45.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2010,10.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2010,14.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2010,179.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2010,1128.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2010,3.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2010,65.0,value_b,Transactions processed
e-Payments,e-Money,,OCT 2010,2.0,value_b,Transactions processed
Cheque,Inhouse,,NOV 2010,1643.0,value_b,Transactions processed
Cheque,Interbank,,NOV 2010,3007.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2010,13767.0,value_b,Transactions processed
